ID,lat_mod,lon_mod,area_mod,Station Name,River Name,Memo
346,42.983,141.622,943.021,南6号樋門,千歳川,
347,43.02,141.577,1130.622,裏の沢,千歳川,
348,43.105,141.569,1240.773,東光,千歳川,
349,42.984,142.012,550.278,清水沢,夕張川,
350,42.932,142.035,668.061,紅葉山,夕張川,
351,42.946,141.875,791.166,円山,夕張川,
352,43.027,141.777,1006.872,由仁,夕張川,
353,43.089,141.688,1108.222,清幌橋,夕張川,
354,43.215,142.056,57.237,奥桂,幾春別川,
355,43.256,141.917,226.596,藤松,幾春別川,
356,43.24,141.866,267.129,市来知,幾春別川,
357,43.207,141.726,318.6,西川向,幾春別川,
358,43.325,141.762,4.197,旧美唄川,旧美唄川,
359,43.288,141.714,115.914,大豊橋,旧美唄川,
360,43.251,141.676,161.584,第1旧美唄橋,旧美唄川,
361,43.342,141.82,88.305,美唄,美唄川,
362,43.319,141.872,85.59,新橋,美唄川,
363,43.425,141.863,41.516,中奈井江,奈井江川,
364,43.471,141.905,12.901,奈江豊平川,奈江豊平川,
365,43.493,141.903,40.607,パンケ水門上流水位,パンケ歌志内川,
366,43.488,141.913,38.933,下吉野橋,パンケ歌志内川,
367,43.48,141.976,33.859,パンケ呑口上流,パンケ歌志内川,
368,43.494,141.901,2.191,ペンケ樋門上流水位,ペンケ歌志内川,
369,43.521,142.034,17.543,歌志内市役所,ペンケ歌志内川,
370,43.504,141.926,47.046,ペンケ焼山第３,ペンケ歌志内川,
371,43.366,142.359,1563.093,学田,空知川,
372,43.56,142.044,2548.811,赤平,空知川,
373,43.548,141.911,2634.585,空知大橋,空知川,
374,43.576,141.829,237.064,上徳富,徳富川,
375,43.609,141.935,8.976,熊穴川,熊穴川,
376,43.648,141.86,1.044,尾白利加川,尾白利加川,
377,44.217,142.15,430.54,雨竜川,雨竜川,
378,44.013,142.151,640.018,幌加内,雨竜川,
379,43.807,142.013,985.3,多度志,雨竜川,
380,43.789,141.928,1150.631,達布橋,雨竜川,
381,43.73,141.914,1409.682,北竜橋,雨竜川,
382,43.684,141.913,1661.681,雨竜橋,雨竜川,
383,43.153,141.371,60.602,伏籠下流,伏籠川,
384,43.158,141.361,60.944,福移橋,伏籠川,
385,43.118,141.427,19.565,モエレ,篠路新川,
386,43.156,141.352,17.269,創成,創成川,
387,43.125,141.344,8.257,創成上流,創成川,
388,43.087,141.559,22.98,早苗別川,早苗別川,
389,43.012,141.701,7.53,馬追運河,馬追運河,
390,42.983,141.556,23.614,輪厚,輪厚川,
391,42.988,141.564,24.749,輪厚,輪厚川,
392,42.936,141.562,1.794,島松,島松川,
393,42.941,141.569,52.195,下島松,島松川,
394,42.891,141.55,20.956,第一遊水地外水位,柏木川,
395,42.905,141.567,22.426,第二遊水地外水位,柏木川,
396,42.916,141.579,29.639,柏木,柏木川,
397,43.047,141.452,97.077,川下橋,厚別川,
398,43.112,141.478,150.647,厚別,厚別川,
399,43.038,141.482,22.688,南郷もみじ橋,野津幌川,
400,43.061,141.467,27.324,厚別西川,野津幌川,
401,42.857,141.403,40.291,光竜,漁川,
402,42.879,141.57,127.881,日の出橋,漁川,
403,43.041,141.431,22.313,月寒川,月寒川,
404,43.057,141.432,23.713,月寒,月寒川,
405,42.91,141.723,62.18,嶮淵,嶮淵川,
406,42.934,141.341,30.059,真駒内常磐,真駒内川,
407,42.987,141.349,35.348,真駒内橋,真駒内川,
408,42.861,141.623,12.852,長都,長都川,
409,42.816,141.646,63.13,真々地,ママチ川,
410,43.033,141.129,68.047,小樽内,小樽内川,
411,43.013,141.154,14.592,滝の沢,滝の沢川,
412,42.974,141.173,200.52,一の沢,白井川,
413,43.145,141.721,177.566,岩栗橋,幌向川,
414,43.134,141.646,301.199,豊幌,幌向川,
415,43.184,141.744,32.14,大和橋,利根別川,
416,43.194,141.774,5.146,東利根別川,東利根別川,
417,43.009,141.309,3.923,下北の沢,北の沢川,
418,43.063,141.842,17.717,元田,ポンウエンベツ川,
419,43.001,141.311,5.72,中の沢,中の沢川,
420,43.025,141.881,56.198,阿野呂川,阿野呂川,
421,42.982,141.333,6.241,下南の沢,南の沢川,
422,43.366,141.798,76.001,産化美唄,産化美唄川,
423,43.548,142.144,129.405,パンケ幌内川,パンケ幌内川,
424,42.938,141.224,7.029,盤の沢川,盤の沢川,
425,43.709,141.926,76.876,大鳳橋,大鳳川,
426,43.723,142.019,2.471,深川,堺川,
427,43.709,141.822,124.607,恵岱別,恵岱別川,
428,43.772,141.889,56.823,碧水,美葉牛川,
429,43.787,141.912,165.422,沼田北竜,幌新太刀別川,
430,43.808,141.952,59.582,沼田奔川,沼田奔川,
431,43.807,142.034,62.792,多度志川,多度志川,
432,42.999,141.365,11.258,精進川,精進川,
433,42.986,141.306,1.747,南の沢,南の沢川,
434,42.957,141.263,23.204,簾舞,簾舞川,
435,42.962,141.684,1.048,南六号川,南六号川,
436,42.944,141.684,22.968,南九号川,南９号川,
437,42.889,141.569,7.5,茂漁,茂漁川,
438,42.864,141.411,39.413,白扇,ラルマナイ川,
439,42.866,141.16,40.492,漁入沢,漁入沢川,
440,42.943,141.309,3.404,オカバルシ,オカバルシ川,
441,42.961,141.312,7.369,下オカバルシ,オカバルシ川,
442,43.014,141.783,4.316,ヤリキレナイ川,ヤリキレナイ川,
443,43.032,141.386,6.978,望月寒川,望月寒川,
444,43.075,141.426,18.316,望月寒,望月寒川,
445,43.754,141.96,7.641,秩父別境川,境川,
446,42.789,140.934,241.009,喜茂別下流,尻別川,
447,42.885,140.753,656.135,倶知安,尻別川,
448,42.801,140.599,1280.543,昆布,尻別川,
449,42.815,140.529,1325.002,蘭越,尻別川,
450,42.811,140.461,1385.587,名駒,尻別川,
451,42.877,140.365,1634.08,河口,尻別川,
452,42.81,140.684,870.03,尻別川ニセコ,尻別川,
453,42.86,140.877,4.365,尻別川三崎,尻別川,
454,42.767,140.449,71.631,目名川,目名川,
455,42.905,140.744,109.353,倶登山川,倶登山川,
456,42.795,140.966,71.375,喜茂別川,喜茂別川,
457,42.794,140.601,133.813,昆布川,昆布川,
458,43.165,140.769,419.313,余市川鮎見橋,余市川,
459,43.178,140.79,14.305,余市中の川樋門内水,余市川,
460,43.183,140.79,452.358,黒川樋門外水,余市川,
461,43.123,140.734,392.57,余市川然別,余市川,
462,43.049,140.83,2.568,余市川都,余市川,
463,43.183,140.79,452.358,黒川樋門内水,余市川,
464,43.178,140.79,14.305,余市中の川樋門外水,余市川,
465,42.753,140.291,352.904,朱太川実橋,朱太川,
466,42.674,140.307,127.302,朱太川黒松内,朱太川,
467,43.112,141.291,108.202,天狗橋,新川,
468,43.129,141.267,26.17,新発寒桜川,新川,
469,43.092,141.32,31.614,琴似川,琴似川,
470,43.084,141.271,2.354,中の川一条橋,中の川,
471,43.118,141.266,25.322,共栄橋,中の川,
472,43.124,141.265,26.112,わらび川,中の川,
473,43.11,141.26,2.595,西宮の沢川,中の川,
474,43.112,141.256,5.05,富丘川,中の川,
475,43.074,141.288,63.692,西野,琴似発寒川,
476,43.115,141.266,25.31,旧中の川,旧中の川,
477,43.131,141.268,109.386,発寒古川,発寒古川,
478,43.131,141.265,143.031,旧軽川,旧軽川,
479,43.584,141.418,117.15,浜益川,浜益川,
480,43.397,141.445,135.611,厚田川,厚田川,
481,43.135,141.193,15.639,星置川,星置川,
482,43.138,141.041,38.927,豊倉,朝里川,
483,43.159,141.044,50.164,文治沢,朝里川,
484,43.181,141.007,29.374,勝納川,勝納川,
485,43.204,140.923,14.089,塩谷川,塩谷川,
486,43.197,140.86,10.335,蘭島川,蘭島川,
487,43.181,140.844,18.465,畚部川,畚部川,
488,43.193,140.764,34.49,ヌッチ川,ヌッチ川,
489,43.258,140.646,148.126,古平川,古平川,
490,43.29,140.593,56.306,美国川,美国川,
491,42.969,140.677,57.467,堀株川小沢,堀株川,
492,42.984,140.614,135.994,堀株川共和,堀株川,
493,42.681,140.067,99.186,泊川,泊川,
494,42.981,140.593,17.884,中の川共和,中の川,
495,42.507,140.191,48.963,上利別,後志利別川,
496,42.428,140.154,142.365,花石,後志利別川,
497,42.411,140.105,206.705,住吉,後志利別川,
498,42.421,140.009,355.993,今金,後志利別川,
499,42.417,139.921,613.921,大富,後志利別川,
500,42.425,139.848,1.005,河口,後志利別川,
501,42.418,139.874,63.894,檜山真駒内川,真駒内川,
502,42.432,140.011,5.746,チブタウシナイ川,チブタウシナイ川,
503,42.493,140.16,16.014,忠志別,チュウシベツ川,
504,42.499,140.231,17.679,美利河別,ピリカベツ川,
505,42.389,140.025,81.98,オチャラッペ川,オチャラッペ川,
506,42.984,142.399,286.082,鵡川占冠,鵡川,
507,42.89,142.255,605.915,福山,鵡川,
508,42.782,142.223,1.105,鵡川,鵡川,
509,42.759,142.136,944.115,穂別,鵡川,
510,42.658,142.071,1051.805,栄,鵡川,
511,42.574,141.936,1224.87,鵡川,鵡川,
512,42.794,142.15,175.028,穂別川,穂別川,
513,42.711,142.245,767.352,幌毛志橋,沙流川,
514,42.583,142.141,1256.682,平取,沙流川,
515,42.517,142.031,1325.513,富川,沙流川,
516,42.896,142.556,262.164,千呂露小橋,沙流川,
517,42.671,142.264,288.988,額平川,額平川,
518,42.667,142.245,364.259,貫気別,額平川,
519,42.66,142.273,59.737,貫気別川,貫気別川,
520,42.642,142.328,32.025,貫気別川旭,貫気別川,
521,41.884,140.327,157.146,厚沢部川上流,厚沢部川,
522,41.926,140.213,439.651,厚沢部川,厚沢部川,
523,41.952,140.258,85.687,安野呂川,安野呂川,
524,41.931,140.323,61.048,鶉川,鶉川,
525,42.593,140.702,233.317,豊浦,貫気別川,
526,42.634,141.034,107.271,優徳,長流川,
